CLUSTER,MEAN_SEVERE_ACCIDENT_RATE,VAR_SEVERE_ACCIDENT_RATE,MEAN_LIGHT_RISK,VAR_LIGHT_RISK,MEAN_GEOMETRY_RISK,VAR_GEOMETRY_RISK,MEAN_SURFACE_RISK,VAR_SURFACE_RISK
0,22.939922572001294,190.90383648267573,16.348581583910835,0.0,18.50185858439768,2.3922115598815954,7.20331811799055,0.07085137003555218
1,45.73100195534027,25.349756904424183,40.41376123154983,21.64807908462581,17.679198781163073,0.46010078775004815,7.203318117990548,0.07085137003555218
2,47.70577153327616,53.41380418360578,36.51408407480911,36.86636239187616,20.187113132771483,0.007087998155214409,7.372079129651657,0.06921595740941046
3,21.783439862512612,35.52364755435017,31.43133032720791,44.47188071338264,18.80985682383685,2.541371005435024,3.4742629443235997,0.0
