LIGHT_RISK,GEOMETRY_RISK,SURFACE_RISK,LIGHT_GEOMETRY_SURFACE,SEVERE_ACCIDENT_RATE,SEVERITY_MEAN,SEVERITY_VAR,COUNT,cluster
16.348581583910835,20.02737336515311,6.999018251169509,Unknown | Dead end | Paved,58.333333333333336,2.3333333333333335,0.42424242424242425,12,0
16.348581583910835,20.227048074676073,7.60298458749407,Unknown | Not at intersection | Unpaved,31.57894736842105,2.6578947368421053,0.2852062588904693,38,0
16.348581583910835,20.227048074676073,7.478695695131458,Unknown | Not at intersection | Gravel,26.848249027237355,2.7159533073929962,0.2354085603112841,257,0
16.348581583910835,20.227048074676073,6.999018251169509,Unknown | Not at intersection | Paved,19.531864673485444,2.79897718332022,0.17205482615645523,5084,0
16.348581583910835,17.346740389807344,6.999018251169509,Unknown | Y intersection | Paved,17.94871794871795,2.8205128205128207,0.15114709851551955,39,0
16.348581583910835,17.995683195756968,6.999018251169509,Unknown | T intersection | Paved,17.582861762328214,2.8221503637833467,0.15032194098854548,2474,0
16.348581583910835,17.995683195756968,7.478695695131458,Unknown | T intersection | Gravel,17.045454545454543,2.8295454545454546,0.14302507836990597,88,0
16.348581583910835,18.01565066670927,6.999018251169509,Unknown | Multiple intersection | Paved,15.584415584415584,2.8354978354978355,0.15543007716920745,231,0
16.348581583910835,16.478155403382456,6.999018251169509,Unknown | Cross intersection | Paved,13.552976413328341,2.8622238861849496,0.12333273038054735,2671,0
16.348581583910835,16.478155403382456,7.478695695131458,Unknown | Cross intersection | Gravel,11.39240506329114,2.8860759493670884,0.10223953261927947,79,0
